Year,Lifeexpectancy(men),Lifeexpectancy(women),Infantdeaths,Alcohol,Measles,BMI,Under-fivedeaths,Polio,Totalexpenditure,Diphtheria ,HIV/AIDS,GDP,Population
2012,64,81,98,56,0.01,22,63,0,24.1,0,99,9.16,99
2011,80,75,72,87,1.92,55,49,0,23.1,0,96,8.11,96
2010,79,58,90,85,1.83,51,47,0,22.1,0,97,7.93,96
2009,71,84,99,78,1.59,31,74,6,21.2,0,98,9.22,98
2008,78,76,59,59,1.76,45,20,0,2.3,0,98,9.3,98
2007,79,70,89,61,1.78,55,56,20,19.5,0,98,6.64,98
2006,59,70,57,51,1.62,28,37,47,18.7,0,98,7.37,98
2005,60,55,52,55,1.47,29,69,1395,18,0,98,9.52,98
2004,50,61,51,92,1.6,32,68,37,17.3,0,96,5.89,96
2003,55,78,62,85,1.75,55,62,75,16.7,0,98,5.9,98
2002,76,83,69,54,1.95,41,29,926,16.2,0,98,5.78,98
2001,83,58,55,77,1.98,19,23,0,15.6,0,97,5.84,98
2000,82,74,61,57,1.83,21,44,20,15.2,0,98,8,98
2015,66,61,64,91,,28,35,215,23.8,84,66,,64
2014,57,50,94,92,0.01,61,27,290,23.2,85,74,6.86,73
2013,58,75,80,56,0.01,54,52,221,22.5,86,7,6.58,69
2012,63,63,74,60,0.01,28,69,341,21.9,88,72,6.47,66
2011,78,58,88,58,0.61,44,67,24,21.3,90,72,6.59,66
2010,82,55,86,99,0.6,72,62,1719,2.7,91,77,6.35,73
2009,83,69,75,59,0.59,60,23,2939,2.2,93,77,6.85,73
2008,57,54,71,72,0.57,57,70,98,19.6,94,74,6.74,74
2007,59,77,84,71,0.55,66,46,2,19,96,76,6.97,74
2006,72,75,75,60,0.53,37,74,128,18.5,98,79,6.56,78
2005,57,55,85,57,0.55,53,43,33,18,101,78,6.34,77
2004,63,77,95,57,0.49,35,37,172,17.5,103,7,6.28,69
2003,77,79,93,89,0.54,68,67,232,17,106,67,6.25,63
2002,55,81,73,86,0.53,51,68,717,16.5,108,65,6.32,61
2001,60,82,61,51,0.51,47,61,4464,16.1,110,56,6.39,49
2000,79,64,99,78,0.47,65,45,1578,15.6,111,53,6.29,43
2015,71,66,72,70,,41,41,2,69.6,0,97,,97
2014,75,53,64,82,8.49,30,74,0,69.2,0,99,9.75,99
2013,60,82,93,91,8.58,62,48,0,68.8,0,99,9.89,99
2012,59,60,68,83,7.67,18,49,0,68.4,0,99,9.95,99
2011,53,58,63,57,6.91,18,42,3,68,0,96,9.6,96
2010,72,53,63,55,7.91,23,49,0,67.6,0,76,8.3,76
2009,58,74,90,50,7.38,25,42,1,67.1,0,73,8.33,73
2008,58,74,81,87,7.14,41,38,1,66.6,0,72,8.15,72
2007,63,52,80,82,7.45,71,52,2,66.1,0,76,8.36,74
2006,57,81,64,62,8.84,32,63,1,65.6,0,83,8.93,85
2005,79,68,82,89,6.41,30,24,6,65,0,94,8.83,92
2004,75,55,81,67,6.53,36,30,4,64.5,0,89,8.46,89
2003,74,56,50,69,6.7,21,54,4,63.9,0,94,8.6,94
2002,52,50,55,70,5.73,66,33,7,63.4,0,95,7.86,95
2001,68,67,80,58,5.62,22,25,2,62.8,0,95,7.11,95
2000,58,55,61,91,5.59,34,29,2,62.3,0,94,6.83,94
2013,65,71,78,76,0.01,40,57,0,81.6,0,79,17.24,79
2015,63,71,93,98,,22,64,1,3.8,12,67,,73
2014,56,52,51,97,0.01,41,54,14,3.1,12,84,3.77,84
2013,69,52,72,77,0.01,43,21,62,29.4,12,8,3.63,8
2012,85,80,59,58,0.01,30,38,35,28.8,12,8,3.36,8
2011,69,80,98,50,0.01,72,73,234,28.1,12,73,2.87,75
2010,52,55,50,58,0.01,38,44,1292,27.4,12,52,3.28,64
2009,76,76,56,91,0.01,64,23,322,26.8,12,63,3.79,64
2008,65,79,79,54,0.02,62,45,4,26.1,12,73,3.23,74
2007,78,73,86,91,0.02,20,68,11,25.5,12,75,3.54,75
2006,77,72,50,88,0.01,61,71,22,24.8,12,68,3.21,68
2005,61,79,85,72,0.01,33,75,127,24.2,12,71,4.21,71
2004,63,62,79,57,0.01,66,31,5039,23.6,12,68,4.7,7
2003,74,71,66,76,0.01,62,61,3611,22.9,12,75,4.53,76
2002,74,83,81,77,0.02,60,30,883,22.3,12,91,5.31,89
2001,72,55,81,94,0.01,29,46,1398,21.7,12,75,4.34,75
2000,71,60,64,64,0.03,63,49,0,21.1,11,58,5.26,51
2015,65,55,92,82,,51,44,0,33.3,0,98,,97
2014,85,51,82,83,0.01,34,32,0,32.8,0,98,4.81,97
2013,60,59,83,50,0.01,46,50,0,32.3,0,98,4.82,98
2012,67,64,84,50,0.01,27,45,0,31.8,0,98,4.76,98
2011,60,82,87,66,3.03,54,19,2,31.3,0,98,5.2,98
2010,58,72,79,95,2.95,31,41,12,3.7,0,99,5.29,99
2009,81,51,68,100,2.83,33,68,15,3.2,0,99,4.97,99
2008,51,66,52,89,2.49,71,35,12,29.7,0,99,4.6,99
2007,80,68,65,79,3.24,36,27,13,29.1,0,96,4.24,97
2006,80,78,70,63,3.73,56,35,3,28.6,0,98,4.38,97
2005,60,72,65,68,3.94,25,24,7,28,0,97,4.47,97
2004,67,62,91,88,4.16,65,72,28,27.5,0,98,4.29,98
2003,54,62,90,64,4.08,41,66,777,26.9,0,99,4.15,99
2002,60,78,63,77,4.14,30,34,0,26.4,0,88,4.24,88
2001,55,79,79,91,4.38,36,67,0,25.8,0,93,3.87,92
2000,67,51,96,53,4.6,44,75,0,25.3,0,88,3.78,88
2015,51,66,62,75,,36,48,0,63.5,35,87,,87
2014,65,51,89,55,5.26,31,42,3,62.8,36,87,6.3,87
2013,66,64,100,82,5.23,20,75,0,62.1,37,83,6.3,83
2012,55,52,87,77,5.29,56,37,0,61.5,38,99,6.21,99
2011,75,81,92,60,5.3,69,38,3,6.8,39,97,6.4,97
2010,56,59,95,52,5.21,39,36,0,6.1,40,95,6.39,95
2009,60,81,89,82,5.27,31,25,0,59.4,42,95,6.6,95
2008,77,69,59,100,5.36,33,18,0,58.7,43,96,6.6,96
2007,81,79,50,63,5.35,64,47,0,57.9,45,98,5.92,98
2006,62,62,55,52,5.11,59,63,23,57.2,47,98,5.83,98
2005,62,72,85,58,4.93,54,24,6,56.4,49,98,6.4,98
2004,73,55,59,51,4.9,71,75,64,55.7,52,98,6.11,98
2003,61,81,60,88,4.88,61,44,44,54.9,55,98,6.2,98
2002,54,65,86,62,4.77,55,69,0,54.1,58,98,5.52,97
2001,81,75,69,73,4.86,55,18,3,53.2,62,97,5.35,97
2000,73,66,86,68,4.99,60,66,30,52.4,66,97,4.98,97
2015,70,70,59,63,,43,18,0,69.4,0,71,,72
2014,84,52,72,52,1.58,31,32,140,68.7,0,76,13.71,77
2013,80,84,78,92,1.67,42,36,0,68.1,0,81,13.38,81
2012,77,71,94,96,2.98,66,61,0,67.5,0,81,12.77,81
2011,59,73,61,77,1.89,18,18,0,67,0,83,13.76,84
2010,66,53,60,94,1.76,71,61,0,66.4,0,85,13.83,85
2009,62,53,75,64,2.06,45,49,0,65.8,0,81,13.44,91
2008,77,80,67,88,1.97,49,31,0,65.2,0,88,12.94,85
2007,56,84,62,87,1.64,50,26,0,64.7,0,79,11.99,79
2006,61,50,54,96,1.73,62,47,0,64.1,0,81,11.92,67
2005,78,72,60,79,1.9,24,45,0,63.6,0,94,12.11,94
2004,78,64,52,76,2.02,50,75,0,63.2,0,82,1.64,78
2003,57,51,68,68,3.15,55,49,0,62.8,0,88,9.69,92
2002,64,71,76,89,2.78,32,20,0,62.4,0,84,8.2,84
2001,63,74,93,70,2.82,51,50,0,62,0,79,8.58,75
2000,62,52,73,78,2.23,28,62,0,61.5,0,85,7.88,85
2013,58,65,90,59,0.01,55,68,0,,0,99,4.3,99
2015,67,74,70,94,,47,75,20359,52.7,1,99,,99
2014,56,73,94,73,0.01,25,23,0,51.5,1,99,4.73,99
2013,71,52,52,62,0.01,22,53,0,5.4,1,98,4.21,98
2012,75,54,54,75,0.01,24,71,0,49.2,2,99,4.22,99
2011,55,69,79,50,0.01,37,62,0,48,2,99,4.45,99
2010,70,53,51,82,5.8,57,36,7,46.9,2,96,4.7,96
2009,54,60,59,65,4.61,52,40,8,45.9,2,96,5.29,95
2008,78,62,84,79,4.26,52,50,31,44.9,2,95,5.58,96
2007,58,77,71,61,3.79,30,61,12,43.9,2,99,5.6,95
2006,72,64,78,68,2.91,45,44,26,43,2,98,4.68,99
2005,85,84,87,77,2.75,41,74,0,42.1,2,99,5.9,99
2004,53,58,59,60,1.75,37,21,0,41.3,2,99,5.99,99
2003,77,64,83,84,1.31,46,56,18,4.5,2,98,6.18,98
2002,82,61,64,59,2.43,48,70,1205,39.8,2,98,5.81,98
2001,58,59,71,53,2.87,36,20,10677,39.1,3,95,5.45,95
2000,50,69,61,51,2.79,31,25,925,38.5,3,94,4.92,94
2015,65,78,77,65,,25,21,0,61.8,0,89,,89
2014,62,67,78,73,0.01,42,73,0,61.3,0,91,6.42,91
2013,66,52,70,88,0.01,25,55,0,6.7,0,94,6.43,94
2012,73,53,85,54,0.01,42,61,0,6.2,0,94,7.25,94
2011,61,52,69,92,6.56,49,68,5,59.7,0,95,6.92,95
2010,76,78,71,81,6.56,74,36,5,59.1,0,93,6.9,94
2009,58,74,84,69,6.45,75,74,0,58.5,0,91,6.7,92
2008,59,72,60,95,6.17,70,53,0,57.8,0,95,6.13,95
2007,58,62,62,80,4.98,62,73,0,57.2,0,92,6.74,92
2006,67,66,71,77,5.38,61,28,0,56.5,0,9,8.1,9
2005,78,70,76,89,,47,41,0,55.7,0,,8.46,
2004,66,79,68,59,0.01,66,27,0,55,0,,8.45,
2003,59,63,57,82,0.01,54,29,0,54.2,0,,8.91,
2002,80,64,51,72,0.01,75,45,0,53.5,0,,8.33,
2001,59,66,81,70,0.01,64,39,0,52.7,0,,8.23,
2000,64,64,76,97,0.01,60,72,0,51.9,0,,7.32,
2015,72,56,74,74,,42,18,17,58.5,20,99,,99
2014,62,65,92,54,0.43,60,34,10,57.5,21,99,5.91,99
2013,73,53,61,81,0.45,24,74,92,56.5,21,99,5.94,99
2012,63,75,93,62,0.55,56,70,668,55.5,22,99,6.15,99
2011,54,59,69,93,0.54,67,69,982,54.6,22,98,5.99,99
2010,85,68,61,96,0.56,28,65,633,53.6,23,99,5.86,99
2009,52,68,66,80,0.62,58,57,834,52.7,23,99,5.67,99
2008,58,71,60,60,0.51,36,18,1455,51.7,24,99,5.41,99
2007,63,79,54,58,0.56,21,51,2248,5.8,25,95,5.48,95
2006,72,59,87,81,0.58,34,67,1217,49.9,25,97,5.23,97
2005,64,70,90,81,0.47,75,44,0,49.1,26,98,5.6,98
2004,73,83,85,69,0.56,39,44,6399,48.2,27,97,5.22,97
2003,84,72,86,77,0.58,19,41,10841,47.3,28,91,5.25,91
2002,85,63,77,61,0.46,25,52,6000,46.5,29,94,5.31,94
2001,64,65,75,67,0.46,66,62,2724,45.7,30,93,4.44,96
2000,67,58,53,97,0.45,57,22,7368,44.8,32,95,4.18,95
2015,58,66,54,97,,25,22,79,22.6,81,8,,8
2014,67,62,53,68,0.01,41,18,9,22.2,84,79,6.98,79
2013,52,51,96,57,1.16,63,48,8,21.8,87,78,5.9,78
2012,53,64,75,64,1.19,28,45,145,21.3,90,73,5.58,76
2011,52,59,89,69,0.94,20,39,177,2.9,94,73,6.23,76
2010,60,71,75,85,0.96,62,38,2321,2.5,98,73,5.38,74
2009,81,72,66,86,1.18,41,69,60,2.1,101,74,5.43,74
2008,53,81,66,88,1.48,25,27,4,19.7,104,74,4.91,75
2007,50,61,54,88,1.03,42,18,267,19.3,108,75,5.25,75
2006,77,63,86,53,1.2,54,41,183,18.9,113,73,6.51,78
2005,74,69,70,83,1.23,21,36,12598,18.5,117,71,6.87,8
2004,81,53,51,79,1.54,32,52,9396,18.1,120,69,5.91,83
2003,54,56,63,72,1.68,18,38,28898,17.7,124,67,6.39,85
2002,85,59,61,98,2.16,32,35,7155,17.3,127,76,6.45,76
2001,77,61,67,54,2.09,51,48,7085,16.9,132,72,5.64,73
2000,59,85,55,98,1.14,30,20,7375,16.5,136,69,6.16,7
2015,75,77,73,59,,40,20,6,23.8,50,89,,89
2014,78,67,87,50,0.01,40,48,122,22.9,52,88,2.28,88
2013,69,82,80,52,0.7,32,36,1010,22.1,55,76,2.16,75
2012,59,62,66,50,0.55,40,18,2175,21.3,58,87,2.22,84
2011,83,68,90,72,0.33,61,44,2046,2.5,61,9,1.87,84
2010,61,65,81,68,0.3,33,44,190,19.8,65,9,1.92,9
2009,82,71,64,65,0.28,64,19,329,19.1,69,9,2.5,9
2008,63,68,77,58,0.3,68,60,333,18.3,96,85,1.87,85
2007,70,73,79,81,0.26,49,24,1088,17.6,78,84,1.68,86
2006,62,72,67,92,0.28,56,74,760,17,83,82,1.78,82
2005,62,85,84,73,0.28,28,72,314,16.4,87,86,1.83,73
2004,70,65,66,71,0.44,24,39,1329,15.7,90,92,1.97,82
2003,79,58,63,51,0.4,62,49,830,15.2,93,86,1.97,78
2002,79,55,83,99,0.41,51,60,736,14.6,96,84,2.5,79
2001,77,53,80,85,0.38,57,58,2519,14.1,98,77,1.8,73
2000,83,57,98,96,0.35,68,33,845,13.6,100,88,1.84,82
2015,82,66,93,61,,36,36,212,35.7,3,92,,92
2014,69,58,76,52,0.01,31,19,477,34.9,3,88,8.93,88
2013,59,82,91,84,0.01,52,72,1028,34.1,3,89,8.53,89
2012,62,78,90,59,0.01,34,64,86,33.3,4,84,8.24,84
2011,75,71,85,97,7.84,25,61,79,32.5,4,85,8.78,82
2010,57,80,84,77,7.58,19,44,3138,31.8,4,83,7.89,83
2009,74,64,51,92,7.99,70,34,4076,31,4,83,8.5,83
2008,69,60,52,91,6.28,52,64,0,3.2,4,83,7.15,83
2007,73,54,94,97,5.12,49,40,21,29.4,4,81,6.99,86
2006,53,78,65,69,4.94,32,44,3,28.7,4,74,7.2,86
2005,62,75,69,80,4.89,57,31,4,27.9,4,86,7.32,86
2004,59,73,74,64,4.8,74,55,4,27.2,4,81,6.47,81
2003,74,78,68,83,5.28,21,32,262,26.5,4,82,6.52,79
2002,80,73,98,63,5.09,67,24,1278,25.8,4,78,6.17,77
2001,69,53,53,51,5.09,46,26,416,25.1,4,79,6.18,78
2000,52,79,94,81,5.73,45,71,469,24.5,4,8,6.11,79
2013,78,62,85,52,0.01,43,63,0,87.3,0,87,4.65,87
2015,52,64,66,59,,32,31,1599,19.1,21,9,,91
2014,66,81,70,69,0.01,36,28,1279,18.5,22,92,5.8,92
2013,58,59,99,90,0.27,62,35,1861,18,24,92,5.69,92
2012,83,54,87,76,0.26,67,58,3362,17.4,25,9,5.89,9
2011,54,52,89,86,0.27,56,54,2359,16.9,27,92,6.73,92
2010,81,85,81,65,0.24,52,35,190,16.4,30,83,6.43,82
2009,67,58,64,65,0.22,37,57,189,15.9,32,93,6.41,89
2008,70,78,74,84,0.21,44,54,2089,15.4,35,82,6.44,82
2007,80,68,93,63,0.2,31,64,1415,14.9,38,82,5.84,82
2006,59,68,73,84,0.2,64,24,2838,14.4,41,91,5.7,89
2005,55,61,51,88,0.2,36,67,5023,13.9,44,78,5.72,75
2004,61,59,58,65,0.21,29,53,12074,13.4,47,8,5.82,8
2003,69,57,50,96,0.2,54,56,13344,12.9,50,76,5.48,78
2002,73,61,71,71,0.19,24,63,6749,12.4,54,72,5.6,72
2001,74,61,88,86,0.09,19,70,10849,11.9,58,73,5.36,72
2000,69,77,60,89,0.08,50,60,9397,11.4,62,74,5.43,74
2015,56,60,98,70,,54,58,7,62.1,1,95,,95
2014,71,65,70,96,0.01,32,58,140,61.6,1,96,1.9,96
2013,80,73,68,70,8.68,32,75,2632,61,1,97,11.4,97
2012,72,53,92,87,9.05,72,18,10,6.5,1,97,11.1,97
2011,83,85,57,84,8.96,33,51,51,59.9,1,97,1.53,97
2010,50,62,72,95,9.33,26,47,15,59.3,1,97,1.48,97
2009,66,82,59,65,9.23,57,72,15,58.6,1,97,1.29,97
2008,58,62,100,54,9.62,62,56,109,57.9,1,97,9.57,97
2007,66,65,68,54,9.53,58,52,10,57.3,1,97,9.36,97
2006,65,82,55,98,9.79,32,61,1,56.5,1,96,9.36,96
2005,82,76,54,93,9.69,74,62,4,55.8,1,96,9.6,96
2004,58,71,50,68,9.56,46,24,11,55,1,98,8.52,98
2003,74,80,62,99,9.56,36,68,4,54.2,1,98,8.46,98
2002,63,57,53,65,9.68,34,63,3,53.4,1,97,8.34,97
2001,83,59,96,64,9.95,49,70,0,52.6,1,97,7.79,97
2000,85,75,94,87,10.06,23,24,1019,51.8,1,97,7.42,97
2015,65,85,85,98,8.7,29,36,10,67.5,0,92,,92
2014,82,58,50,80,9.07,50,60,280,66.9,0,93,11.3,93
2013,83,64,52,70,9.18,63,58,8,66.4,0,92,11.17,92
2012,82,62,92,58,9.2,62,45,68,65.9,0,93,11.53,93
2011,76,59,68,62,9.47,68,24,597,65.3,0,95,11.24,95
2010,77,75,56,63,9.62,32,24,43,64.8,0,93,11.2,93
2009,83,54,93,99,9.24,28,18,198,64.3,0,92,11.21,92
2008,76,56,96,62,9.49,63,51,0,63.8,0,89,1.7,89
2007,83,58,63,81,9.19,59,57,25,63.2,0,88,8.35,88
2006,72,77,76,66,9.34,74,70,20,62.6,0,89,8.65,89
2005,66,84,64,97,9.31,31,38,20,62.1,0,89,8.25,89
2004,58,74,65,75,9.15,21,48,33,61.5,0,87,7.89,89
2003,56,71,88,57,8.91,67,63,66,6.9,0,86,7.71,9
2002,65,54,98,86,9.13,66,42,21,6.3,0,84,7.89,9
2001,74,55,66,69,8.75,18,73,65,59.6,0,82,7.58,9
2000,58,59,68,58,8.91,23,52,65,58.9,0,82,7.47,9
2015,69,53,68,68,,19,75,0,54,2,99,,98
2014,77,76,82,50,3.55,27,33,0,53.2,3,99,9.4,98
2013,63,84,51,84,3.58,30,62,0,52.4,3,99,8.43,98
2012,77,74,82,98,3.63,33,66,0,51.7,3,99,8.4,98
2011,73,71,66,52,3.39,71,65,0,5.9,3,99,6.39,98
2010,72,81,68,71,3.38,21,23,0,5.2,3,99,6.58,98
2009,51,76,77,55,3.36,49,42,0,49.4,3,99,6.82,98
2008,57,67,73,100,3.64,56,54,0,48.6,3,97,6.98,97
2007,65,79,55,82,3.83,18,47,0,47.9,4,93,6.91,93
2006,74,67,67,86,3.69,39,60,0,47.1,4,88,6.33,88
2005,57,55,95,71,3.7,59,70,0,46.4,4,87,6.11,86
2004,74,79,67,79,3.81,55,24,0,45.7,4,8,6.13,79
2003,66,68,85,79,3.77,57,40,0,44.9,5,86,6.12,86
2002,63,71,74,63,3.5,71,24,0,44.2,5,85,5.71,85
2001,63,66,55,65,3.51,61,63,0,43.5,5,89,5.26,87
2000,50,57,74,89,3.61,55,52,0,42.8,5,85,5.39,83
2015,84,60,80,65,,65,71,7693,19.3,87,65,,65
2014,63,51,99,56,0.01,45,52,1142,18.9,88,67,5.82,68
2013,59,80,96,78,0.01,19,28,1224,18.5,89,56,5.9,67
2012,61,82,91,96,0.01,38,69,272,18.1,90,71,6.11,71
2011,77,63,99,66,0.15,18,41,771,17.7,93,4,6.66,75
2010,70,65,86,56,0.12,67,46,372,17.3,95,75,6.36,7
2009,77,55,76,94,0.11,30,56,801,16.9,99,71,6.98,71
2008,61,69,62,88,0.12,75,70,1317,16.5,102,68,6.76,67
2007,61,53,86,100,0.1,59,35,282,16.1,106,57,6.94,57
2006,69,78,93,78,0.11,35,44,59,15.7,110,52,7.39,51
2005,66,63,86,60,0.11,35,67,2183,15.4,114,46,7.15,45
2004,73,83,87,50,0.11,62,24,63057,15,118,45,6.61,43
2003,71,70,74,78,0.1,41,58,54190,14.6,121,44,6.23,41
2002,62,74,58,60,0.1,45,61,31584,14.3,124,43,6.55,39
2001,60,76,50,66,0.11,28,49,61208,13.9,127,42,7.1,36
2000,78,51,68,67,0.1,61,61,21319,13.6,128,41,6.1,34
2015,84,64,92,66,,75,27,12423,25.4,747,49,,49
2014,53,72,71,59,0.01,53,56,6855,24.7,759,49,3.67,49
2013,57,54,58,88,8.3,72,69,52852,24.1,773,46,3.7,46
2012,76,85,58,98,8.54,68,61,6447,23.5,788,42,3.3,42
2011,50,67,55,83,8.75,71,57,18843,22.8,802,48,3.69,48
2010,81,61,100,76,8.9,44,74,8491,22.2,817,54,3.47,54
2009,54,70,73,62,9.05,57,42,1272,21.6,832,66,4.24,63
2008,54,62,58,78,9.3,56,27,9960,21,848,6,4,53
2007,66,70,78,88,9.55,48,73,2613,2.4,863,54,4.47,42
2006,85,85,88,80,9.66,40,62,704,19.9,879,46,3.66,4
2005,63,82,91,58,9.71,20,44,110927,19.3,893,45,4.11,36
2004,75,62,50,100,9.76,22,54,31521,18.8,907,43,4.33,33
2003,73,68,88,73,9.75,19,34,141258,18.3,918,42,4.5,29
2002,50,51,85,85,9.61,45,38,42007,17.8,928,4,2.43,25
2001,54,75,63,92,9.58,68,69,168107,17.3,936,36,3.25,27
2000,57,56,100,92,9.23,57,24,212183,16.9,943,31,2.84,29
2013,58,50,69,68,0.01,73,34,0,77.3,0,99,7.2,99
2015,73,63,98,60,5.97,65,46,14,61.2,0,95,,95
2014,54,58,97,82,6.06,20,29,3,6.8,0,93,9.72,93
2013,50,52,52,62,6.21,23,62,8,6.3,0,94,9.39,94
2012,78,65,85,59,6.21,50,35,4,59.8,0,95,9.16,95
2011,60,61,54,75,6.53,26,67,39,59.4,0,94,9.14,94
2010,62,62,77,74,6.59,70,46,3,58.9,0,93,9.26,93
2009,60,69,50,55,6.68,60,50,2,58.5,0,94,9.49,94
2008,50,62,70,86,6.75,47,32,4,58,0,94,8.4,94
2007,55,57,61,74,6.6,37,55,0,57.5,0,93,8.58,93
2006,58,64,74,52,6.47,32,20,0,57,0,94,8.43,94
2005,63,69,75,86,6.37,68,56,0,56.5,0,91,8.89,91
2004,62,66,57,98,6.22,71,68,7,55.9,0,92,9.44,92
2003,60,85,97,93,6.04,51,61,8,55.3,0,92,9.85,92
2002,62,67,88,78,5.89,52,45,5,54.6,0,93,9.62,93
2001,76,72,100,99,5.49,52,19,4,54,0,91,8.65,91
2000,78,63,72,80,5.67,52,26,0,53.3,0,91,8.27,9
2015,57,76,83,61,,46,68,0,54.6,1,99,,99
2014,68,85,82,89,0.4,40,61,0,53.5,1,99,3.55,99
2013,63,63,67,78,0.46,58,52,0,52.8,1,99,2.76,98
2012,67,68,81,78,0.51,35,55,13,52.3,1,99,2.52,98
2011,65,58,59,57,0.54,47,50,5,52,1,99,2.49,99
2010,50,50,79,89,0.56,46,66,3,51.8,1,99,2.74,99
2009,82,73,99,59,0.56,35,18,19,51.5,1,96,2.83,98
2008,67,56,53,94,0.57,50,61,18,51.1,1,97,2.1,99
2007,83,69,84,57,0.57,52,35,24,5.6,1,97,2.43,99
2006,81,74,91,87,0.58,45,60,13,5.1,1,98,2.31,98
2005,62,63,74,54,0.63,54,47,25,49.5,1,99,2.59,99
2004,75,60,57,84,0.61,55,38,18,48.9,1,99,2.98,99
2003,83,82,87,56,0.56,25,67,1,48.1,1,99,3.17,99
2002,74,62,100,85,0.54,66,19,5,47.3,1,99,3.18,99
2001,56,57,52,89,0.55,22,35,15,46.5,1,99,3.8,99
2000,56,62,81,60,0.38,26,62,15,45.9,1,99,3.7,99
2015,71,67,93,58,,52,28,386,25.4,433,72,,72
2014,83,51,52,82,0.01,66,23,1370,24.7,442,72,2.61,72
2013,65,73,85,93,0.04,23,36,8749,23.9,450,72,2.7,72
2012,69,83,67,69,0.04,27,30,8046,23.2,456,72,2.76,72
2011,55,78,100,62,0.04,31,54,4386,22.5,459,75,3.1,74
2010,60,85,69,78,0.04,23,50,4321,21.9,461,82,3.2,82
2009,76,74,93,94,0.03,58,46,863,21.3,460,7,2.94,71
2008,70,83,67,84,0.03,18,67,1129,2.6,460,7,3.26,62
2007,51,73,69,93,0.03,26,47,2801,2.1,459,75,3.35,75
2006,65,80,58,91,0.03,24,68,7641,19.5,458,77,3.4,78
2005,85,73,53,68,0.04,62,29,2981,18.9,459,78,2.91,77
2004,65,83,95,76,0.01,41,24,4248,18.4,461,65,2.56,65
2003,60,64,72,99,0.01,52,34,4740,17.9,466,69,2.61,67
2002,56,84,98,81,0.01,19,21,3903,17.4,474,71,2.76,68
2001,59,84,63,83,0.01,60,47,3849,16.9,483,68,2.61,65
2000,64,61,88,57,0.02,28,20,2064,16.4,495,65,2.79,62
2013,67,74,57,72,,27,26,0,83.3,0,99,9.27,99
2015,67,58,98,72,,50,28,0,57.8,1,72,,73
2014,79,82,89,77,6.74,73,75,0,57.1,1,8,8.3,8
2013,59,83,82,55,6.89,40,49,0,56.3,1,81,8.9,8
2012,51,70,90,58,6.95,60,21,0,55.6,1,87,7.25,85
2011,64,73,97,98,6.9,49,53,4,54.9,1,91,7.5,87
2010,81,56,64,99,6.94,20,45,0,54.2,2,95,8.5,94
2009,59,77,79,51,6.87,55,44,0,53.4,2,85,7.56,85
2008,73,55,93,75,6.74,24,32,0,52.7,2,86,6.75,86
2007,61,56,91,73,6.16,29,32,0,51.9,2,84,6.31,85
2006,78,66,84,87,5.72,24,53,0,51.1,2,98,7,88
2005,84,77,70,78,5.53,28,53,0,5.3,2,88,7.48,92
2004,67,81,99,85,5.69,65,44,0,49.5,2,92,8.9,95
2003,84,51,91,63,5.52,42,61,0,48.6,2,95,7.6,98
2002,56,66,54,57,5.52,38,65,0,47.8,2,99,8.3,99
2001,77,68,92,51,5.43,70,36,0,46.9,2,95,7.72,99
2000,51,65,75,82,5.58,52,73,0,45.9,2,99,7.76,98
2015,62,67,63,57,,47,40,38,48.6,12,74,,73
2014,84,82,98,82,0.01,62,28,2299,47.9,13,64,4.26,73
2013,64,53,56,79,0.01,72,27,12,47.2,13,8,4.78,79
2012,66,61,82,63,0.01,70,50,0,46.4,13,81,4.55,74
2011,66,69,63,52,0.88,72,62,0,45.7,13,69,4.94,72
2010,57,53,91,86,0.79,50,18,0,44.9,14,72,4.18,67
2009,65,80,86,72,0.82,25,69,0,44.2,14,79,4.36,73
2008,65,58,69,88,0.81,22,61,0,43.4,14,76,4.6,63
2007,76,50,57,78,0.71,47,68,0,42.7,14,72,4.4,71
2006,76,65,72,62,0.64,56,47,1,41.9,14,67,5.92,72
2005,84,81,87,62,0.84,58,55,1222,41.1,15,61,6.42,72
2004,69,55,80,93,0.58,58,39,1385,4.4,15,59,8.39,62
2003,82,52,89,90,0.59,68,65,3863,39.6,14,62,6.79,68
2002,59,58,63,87,0.61,59,22,17620,38.9,14,54,7.69,61
2001,76,81,84,55,0.68,27,66,4023,38.2,14,52,6.68,55
2000,57,57,66,59,0.73,54,67,7135,37.5,14,51,3.98,59
2015,83,72,79,72,,52,20,0,5.2,3,89,,93
2014,79,75,73,58,0.01,45,59,0,49.4,3,83,9.81,87
2013,57,64,77,81,5.03,21,48,0,48.6,3,8,1.49,86
2012,73,78,50,67,5.36,34,56,0,47.9,3,83,1.33,87
2011,57,85,95,88,5.79,34,60,0,47.1,3,84,9.42,89
2010,63,61,70,100,5.65,29,55,0,46.4,3,85,9.1,89
2009,56,52,81,98,5.39,62,73,0,45.6,3,81,9.14,85
2008,75,50,60,96,6.14,19,62,0,44.9,4,85,7.6,89
2007,68,56,83,96,5.61,65,69,0,44.2,4,95,6.41,95
2006,75,68,97,77,5.61,22,26,0,43.5,4,98,6.43,98
2005,83,83,80,98,6.38,59,45,0,42.8,4,96,6.7,96
2004,61,83,85,83,6.2,33,22,0,42,4,92,5.78,92
2003,64,57,99,61,6.64,32,63,0,41.3,4,86,5.99,86
2002,64,69,50,87,5.66,50,27,0,4.6,4,87,6.77,87
